,Execution 1,Execution 2,Execution 3,Execution 4,Execution 5,Execution 6,Execution 7,Execution 8,Execution 9,Execution 10,Execution 11,Execution 12,Execution 13,Execution 14,Execution 15,Execution 16,Execution 17,Execution 18,Execution 19,Execution 20,Execution 21,Execution 22,Execution 23,Execution 24,Execution 25,Execution 26,Execution 27,Execution 28,Execution 29,Execution 30
Average,1235.3329752000002,795.9145752000001,722.337614,677.9761392,817.6985678,732.8090576,702.877466,671.330249,689.1289549999999,671.7855632,670.9515302000001,971.9277261999999,933.4814452,1039.2896566,799.6828777999999,789.4084554000001,1023.1359212000001,866.8775552000001,844.8017821999999,948.9555584,849.3417968,921.7486572,903.482145,1024.5631024,993.0497882,1018.3627522,829.8227132,882.4747314,851.4934407999999,770.433081
