stage,little,medium,big,vulkan,cuda,device,run
1,2.7154,0.5382,0.8073,3.0424,0.0,R5CY21Y3VEV,1
2,1.8713,1.295,0.8477,11.8706,0.0,R5CY21Y3VEV,1
3,0.8118,0.3168,0.3181,0.3202,0.0,R5CY21Y3VEV,1
4,9.045,3.9605,5.9586,3.4116,0.0,R5CY21Y3VEV,1
5,0.5452,0.1441,0.2049,1.6194,0.0,R5CY21Y3VEV,1
6,0.619,0.2385,0.2348,0.2375,0.0,R5CY21Y3VEV,1
7,3.0456,1.1874,1.8119,4.2143,0.0,R5CY21Y3VEV,1
