stage,little,medium,big,vulkan,device,run
1,169.75,58.2,52.2308,0.6795,3A021JEHN02756,1
2,9.3785,3.2215,3.009,0.341,3A021JEHN02756,1
3,387.6667,155.0667,155.0667,0.7177,3A021JEHN02756,1
4,5.4429,1.6499,1.6338,0.2612,3A021JEHN02756,1
5,359.1667,134.6875,153.9286,0.8213,3A021JEHN02756,1
6,693.3333,260.0,297.1429,1.1171,3A021JEHN02756,1
7,751.6667,281.875,281.875,1.293,3A021JEHN02756,1
8,3.5123,0.8345,0.8552,0.2392,3A021JEHN02756,1
9,1.1728,0.5864,0.5492,0.6573,3A021JEHN02756,1
1,171.0833,58.6571,54.0263,0.6912,3A021JEHN02756,2
2,9.4976,3.2115,3.041,0.3398,3A021JEHN02756,2
3,380.6667,152.2667,163.1429,0.723,3A021JEHN02756,2
4,5.3583,1.648,1.6645,0.2666,3A021JEHN02756,2
5,355.8333,133.4375,142.3333,0.8212,3A021JEHN02756,2
6,761.0,285.375,285.375,1.3098,3A021JEHN02756,2
7,763.3333,286.25,286.25,1.1996,3A021JEHN02756,2
8,3.1981,0.8589,0.963,0.2384,3A021JEHN02756,2
9,1.2002,0.6115,0.5578,0.791,3A021JEHN02756,2
1,171.0833,60.3824,57.0278,0.6841,3A021JEHN02756,3
2,9.6077,3.3026,2.9881,0.349,3A021JEHN02756,3
3,432.0,144.0,154.2857,0.6168,3A021JEHN02756,3
4,5.8227,1.6762,1.6445,0.2695,3A021JEHN02756,3
5,348.3333,139.3333,149.2857,0.9159,3A021JEHN02756,3
6,762.6667,286.0,286.0,1.4381,3A021JEHN02756,3
7,699.6667,262.375,299.8571,1.1779,3A021JEHN02756,3
8,2.6922,0.8608,0.8789,0.2377,3A021JEHN02756,3
9,1.1633,0.5944,0.5412,0.7484,3A021JEHN02756,3
1,170.5833,58.4857,53.8684,0.6783,3A021JEHN02756,1
2,9.4085,3.2115,3.146,0.3399,3A021JEHN02756,1
3,386.6667,154.6667,165.7143,0.7381,3A021JEHN02756,1
4,4.3807,1.8418,1.7053,0.2596,3A021JEHN02756,1
5,352.6667,132.25,151.1429,0.914,3A021JEHN02756,1
6,692.6667,259.75,296.8571,1.13,3A021JEHN02756,1
7,714.0,267.75,306.0,1.231,3A021JEHN02756,1
8,3.4714,0.8994,0.9593,0.2363,3A021JEHN02756,1
9,1.1592,0.5937,0.5609,0.7535,3A021JEHN02756,1
1,168.5,59.4706,53.2105,0.6669,3A021JEHN02756,2
2,9.2442,3.2565,3.169,0.3376,3A021JEHN02756,2
3,381.0,152.4,163.2857,0.7269,3A021JEHN02756,2
4,5.8567,1.6567,1.6989,0.2684,3A021JEHN02756,2
5,358.6667,143.4667,165.5385,0.8734,3A021JEHN02756,2
6,690.6667,259.0,296.0,1.3223,3A021JEHN02756,2
7,705.3333,264.5,302.2857,1.2338,3A021JEHN02756,2
8,2.1737,1.0422,0.91,0.2242,3A021JEHN02756,2
9,1.144,0.5932,0.5581,0.8128,3A021JEHN02756,2
1,170.9167,58.6,52.5897,0.6794,3A021JEHN02756,3
2,9.3163,3.2306,3.1395,0.3385,3A021JEHN02756,3
3,416.8,138.9333,148.8571,0.591,3A021JEHN02756,3
4,5.9583,1.6437,1.7363,0.2686,3A021JEHN02756,3
5,369.6667,138.625,158.4286,0.8402,3A021JEHN02756,3
6,697.0,261.375,298.7143,1.2543,3A021JEHN02756,3
7,704.0,264.0,301.7143,1.3013,3A021JEHN02756,3
8,3.4774,0.8169,0.9282,0.2421,3A021JEHN02756,3
9,1.3232,0.6171,0.7857,0.7769,3A021JEHN02756,3
1,171.6667,58.8571,52.8205,0.6794,3A021JEHN02756,1
2,9.4225,3.2634,3.1359,0.3436,3A021JEHN02756,1
3,381.8333,152.7333,163.6429,0.7268,3A021JEHN02756,1
4,5.4189,1.682,1.6835,0.2664,3A021JEHN02756,1
5,363.8333,136.4375,155.9286,0.9369,3A021JEHN02756,1
6,703.6667,263.875,301.5714,1.2611,3A021JEHN02756,1
7,718.3333,269.375,307.8571,1.2647,3A021JEHN02756,1
8,2.4667,0.9543,0.9014,0.2308,3A021JEHN02756,1
9,1.1388,0.5854,0.5683,0.7507,3A021JEHN02756,1
1,168.8333,57.8857,53.3158,0.6715,3A021JEHN02756,2
2,9.2685,3.2083,3.1879,0.3383,3A021JEHN02756,2
3,423.2,141.0667,151.1429,0.6642,3A021JEHN02756,2
4,4.002,1.9561,1.7078,0.2578,3A021JEHN02756,2
5,369.0,138.375,170.3077,0.8703,3A021JEHN02756,2
6,688.0,258.0,294.8571,1.1965,3A021JEHN02756,2
7,690.0,258.75,295.7143,1.3312,3A021JEHN02756,2
8,3.4205,0.8573,0.9009,0.2386,3A021JEHN02756,2
9,1.158,0.6324,0.5936,0.7365,3A021JEHN02756,2
1,173.6667,59.5429,53.4359,0.6896,3A021JEHN02756,3
2,9.1881,3.1997,3.1444,0.3374,3A021JEHN02756,3
3,383.8333,153.5333,164.5,0.7254,3A021JEHN02756,3
4,5.0352,1.7564,1.7291,0.2695,3A021JEHN02756,3
5,353.5,132.5625,151.5,0.9154,3A021JEHN02756,3
6,695.0,260.625,297.8571,1.1813,3A021JEHN02756,3
7,692.0,259.5,296.5714,1.2544,3A021JEHN02756,3
8,3.2874,0.8574,0.9316,0.2369,3A021JEHN02756,3
9,1.186,0.5856,0.5662,0.662,3A021JEHN02756,3
