stage,little,medium,big,vulkan,device,run
1,142.8,55.75,48.9268,1.0219,3A021JEHN02756,1
2,6.479,3.0768,2.6671,0.6965,3A021JEHN02756,1
3,326.5714,131.4375,121.8235,0.9704,3A021JEHN02756,1
4,3.3926,1.5408,1.3816,0.5099,3A021JEHN02756,1
5,308.7143,127.4375,117.6667,1.3006,3A021JEHN02756,1
6,612.0,243.0,237.8889,1.7941,3A021JEHN02756,1
7,611.25,245.1111,246.2222,1.9522,3A021JEHN02756,1
8,1.8047,0.7784,0.7207,0.5655,3A021JEHN02756,1
9,1.0727,0.5645,0.4984,1.1285,3A021JEHN02756,1
1,142.7333,55.1622,47.0465,0.9453,3A021JEHN02756,2
2,6.4566,3.112,2.7164,0.6255,3A021JEHN02756,2
3,324.0,129.5,124.4706,0.9747,3A021JEHN02756,2
4,3.618,1.5282,1.4109,0.6016,3A021JEHN02756,2
5,309.5714,122.5882,134.9333,1.3968,3A021JEHN02756,2
6,611.75,244.7778,246.2222,1.9103,3A021JEHN02756,2
7,612.0,243.3333,246.0,1.9049,3A021JEHN02756,2
8,1.7219,0.8033,0.7291,0.4962,3A021JEHN02756,2
9,1.0874,0.5866,0.5039,1.2334,3A021JEHN02756,2
1,142.8667,55.75,48.5,1.0378,3A021JEHN02756,3
2,6.4774,3.0565,2.8466,0.6849,3A021JEHN02756,3
3,325.8571,130.875,128.125,0.9457,3A021JEHN02756,3
4,3.4249,1.531,1.4297,0.5603,3A021JEHN02756,3
5,309.4286,122.9412,121.4118,1.2805,3A021JEHN02756,3
6,611.0,241.1111,240.3333,1.9744,3A021JEHN02756,3
7,611.5,248.4444,244.5556,1.7741,3A021JEHN02756,3
8,1.813,0.7948,0.7276,0.5935,3A021JEHN02756,3
9,1.0785,0.5703,0.4903,1.2153,3A021JEHN02756,3
