stage,little,medium,big,vulkan,device,run
1,19.375,6.0392,4.2934,6.9343,3A021JEHN02756,1
2,23.1724,12.3642,10.738,9.2258,3A021JEHN02756,1
3,10.1106,3.289,2.3318,5.6006,3A021JEHN02756,1
4,13.0974,6.6424,5.554,5.2487,3A021JEHN02756,1
5,5.7286,1.8376,1.4229,3.0847,3A021JEHN02756,1
6,5.7393,1.8816,1.4046,2.606,3A021JEHN02756,1
7,5.7752,1.9167,1.4685,3.1677,3A021JEHN02756,1
8,6.8801,3.4835,2.9213,3.0799,3A021JEHN02756,1
9,0.0245,0.0118,0.0102,0.475,3A021JEHN02756,1
1,19.466,6.0331,4.3543,7.4333,3A021JEHN02756,2
2,23.1954,12.4259,10.5026,9.686,3A021JEHN02756,2
3,10.1566,3.1895,2.3926,5.7695,3A021JEHN02756,2
4,12.8408,6.4645,5.5207,5.0453,3A021JEHN02756,2
5,5.7314,1.8633,1.4209,3.0642,3A021JEHN02756,2
6,5.7286,1.8376,1.494,2.271,3A021JEHN02756,2
7,5.7151,1.8495,1.4259,3.1395,3A021JEHN02756,2
8,7.0174,3.4774,3.006,3.2032,3A021JEHN02756,2
9,0.0254,0.0118,0.0101,0.5049,3A021JEHN02756,2
1,19.5534,6.2461,4.2347,7.3985,3A021JEHN02756,3
2,23.1034,12.1024,10.5979,8.8414,3A021JEHN02756,3
3,10.0905,3.1911,2.3897,5.8203,3A021JEHN02756,3
4,13.0065,6.5032,5.5179,5.005,3A021JEHN02756,3
5,5.7314,1.8435,1.3928,3.2342,3A021JEHN02756,3
6,5.7179,1.8667,1.4462,3.1411,3A021JEHN02756,3
7,5.7286,1.8589,1.6324,2.8197,3A021JEHN02756,3
8,6.9653,3.4569,2.9881,3.3234,3A021JEHN02756,3
9,0.0249,0.0121,0.0102,0.5721,3A021JEHN02756,3
