stage,little,medium,big,vulkan,device,run
1,20.9479,6.2453,5.1564,3.7379,3A021JEHN02756,1
2,25.275,13.1299,12.4049,2.2442,3A021JEHN02756,1
3,11.9053,3.2984,3.2244,2.2812,3A021JEHN02756,1
4,12.9548,6.5836,6.9481,1.8188,3A021JEHN02756,1
5,6.8362,1.9022,2.005,1.5527,3A021JEHN02756,1
6,7.0848,1.8862,2.0438,1.5951,3A021JEHN02756,1
7,7.5526,2.3415,2.2778,1.6413,3A021JEHN02756,1
8,7.4259,3.574,3.8484,0.7903,3A021JEHN02756,1
9,0.0424,0.0167,0.0155,0.2541,3A021JEHN02756,1
1,20.3535,6.2,5.2887,3.9822,3A021JEHN02756,2
2,25.1125,12.6352,12.4012,2.0563,3A021JEHN02756,2
3,11.4034,3.2215,3.201,2.1016,3A021JEHN02756,2
4,13.3046,6.7872,6.9516,1.5856,3A021JEHN02756,2
5,6.8935,1.866,2.0595,1.601,3A021JEHN02756,2
6,6.9826,1.9532,2.1229,1.4304,3A021JEHN02756,2
7,7.0386,1.8836,2.0983,1.6074,3A021JEHN02756,2
8,8.4895,3.5801,4.5831,1.2799,3A021JEHN02756,2
9,0.0544,0.0131,0.0151,0.3487,3A021JEHN02756,2
1,20.7835,6.2222,5.1168,3.8182,3A021JEHN02756,3
2,25.2875,12.6438,12.8038,2.0727,3A021JEHN02756,3
3,11.5345,3.3064,3.2741,2.082,3A021JEHN02756,3
4,13.2039,6.7576,7.0919,1.5929,3A021JEHN02756,3
5,7.0245,1.9207,2.0819,1.6059,3A021JEHN02756,3
6,7.0704,1.8872,2.0982,1.6233,3A021JEHN02756,3
7,9.7427,1.9317,2.7343,1.6614,3A021JEHN02756,3
8,9.2778,3.6569,5.2461,1.2175,3A021JEHN02756,3
9,0.047,0.0155,0.0155,0.2862,3A021JEHN02756,3
